po,partNo,traveler,pot,description,box,quantity,invDate,ps,notes
191061,W711468-S437,710865,49,,,48671,2026-07-07 18:00:00,29809,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190400,NU3019-00,710866,140,,,4885,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,NU3019-00,710867,1580,,,5230,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190400,NU3019-00,710868,337,,,4794,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190400,NU3019-00,710869,951,,,5254,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,NU3019-00,710870,1563,,,4775,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,NU3019-00,710871,1301,,,5335,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190400,NU3019-00,710872,648,,,4928,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190400,NU3019-00,710873,966,,,5086,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,NU3019-00,710874,1368,,,4741,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190400,NU3019-00,710875,1636,,,5287,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,NU3019-00,710876,578,,,5383,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190400,NU3019-00,710877,37,,,4693,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,40073474,710878,765,,,4738,2026-06-12 18:00:00,29700,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,40073474,710879,939,,,4993,2026-06-14 18:00:00,29707,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11605498,710880,799,,,4313,2026-06-18 18:00:00,29727,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191380,11548535,710881,55,,,5575,2026-07-20 18:00:00,29869,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,11548535,710881-,55,,,5575,2026-06-26 18:00:00,29764,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191380,11548535,710882,823,,,5515,2026-07-19 18:00:00,29867,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,11548535,710882-,823,,,5515,2026-06-26 18:00:00,29764,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191380,11548535,710883,1425,,,5750,2026-07-21 18:00:00,29873,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,11548535,710883-,1425,,,5750,2026-06-26 18:00:00,29764,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,40073474,710884,1103,,,4752,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,40073474,710885,1072,,,5235,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710886,282,,,7193,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710887,928,,,7778,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710888,1095,,,7962,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710889,825,,,7272,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710890,421,,,8014,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710891,1408,,,7101,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710892,1626,,,7962,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710893,565,,,7193,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710894,72,,,7784,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11549204,710895,790,,,7232,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546449,710896,1355,,,83983,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546449,710897,239,,,90763,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546449,710898,130,,,91271,2026-06-25 18:00:00,29756,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546449,710899,446,,,85169,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546449,710900,1668,,,83305,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546449,710901,1440,,,90424,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546449,710902,884,,,87288,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546449,710903,1700,,,87797,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546437-MY-AK,710904,784,,,84769,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546437-MY-AK,710905,1553,,,85308,2026-07-12 18:00:00,29835,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546437-MY-AK,710906,882,,,78077,2026-06-18 18:00:00,29725,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546437-MY-AK,710907,879,,,90462,2026-06-18 18:00:00,29725,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546437-MY-AK,710908,1396,,,83231,2026-06-22 18:00:00,29743,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546437-MY-AK,710909,870,,,85538,2026-06-22 18:00:00,29743,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546437-MY-AK,710910,228,,,85923,2026-06-24 18:00:00,29753,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,11546437-MY-AK,710911,764,,,82769,2026-06-22 18:00:00,29744,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710912,939,,,5272,2026-07-12 18:00:00,29835,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710913,687,,,3998,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710914,1097,,,3910,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710915,303,,,4777,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710916,1680,,,3640,2026-06-24 18:00:00,29755,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710917,551,,,4929,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710918,1582,,,3915,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710919,256,,,4601,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710920,382,,,4953,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11602031,710921,837,,,382,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06104388AA,710922,915,,,15448,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06104388AA,710923,755,,,13729,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,06104725AA,710924,1540,,,105660,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,06104725AA,710925,299,,,98679,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,06104725AA,710926,1534,,,98962,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,06104725AA,710927,209,,,103962,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,06104725AA,710928,215,,,102453,2026-06-18 18:00:00,29727,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190512,06104725AA,710929,1643,,,100094,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06511701AA,710936,516,,,78345,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06511701AA,710937,325,,,74245,2026-06-22 18:00:00,29744,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190220,54018011,710941,34CTNS,,,8500,2026-06-09 18:00:00,29684,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191126,W20-1028-010,710942,971,,,65000,2026-07-13 18:00:00,29837,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191126,W20-1028-010,710943,251,,,40000,2026-07-13 18:00:00,29837,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191126,W20-1028-010,710944,128,,,60000,2026-07-09 18:00:00,29818,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190315,NU5210-03,710946,771,,,40000,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190315,NU5210-03,710947,517,,,40000,2026-06-13 18:00:00,29703,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190673,NU5108-00,710948,1621,,,67000,2026-06-26 18:00:00,29764,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190673,NU5108-00,710950,713,,,67000,2026-06-26 18:00:00,29764,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546377BR-PH-RO,710952,618,,,70584,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546377BR-PH-RO,710953,1414,,,59805,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546377BR-PH-RO,710954,769,,,70519,2026-07-05 18:00:00,29800,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546377BR-PH-RO,710955,367,,,58701,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710956,635,,,51688,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710957,450,,,78506,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710958,650,,,63571,2026-06-22 18:00:00,29743,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710959,839,,,66753,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710960,1066,,,60519,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710961,979,,,68312,2026-07-21 18:00:00,29873,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710962,1616,,,70714,2026-07-06 18:00:00,29805,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546377-PH-RO,710963,294,,,58701,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,11518428,710969,KIB,,,63000,2026-06-09 18:00:00,29688,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,11518428,710970,KIB,,,63000,2026-06-11 18:00:00,29693,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,1420503001,710971,KIB,,,20000,2026-06-09 18:00:00,29688,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,P3326750,710973,KIB,,,63000,2026-06-09 18:00:00,29688,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,P3326750,710974,KIB,,,63000,2026-06-11 18:00:00,29695,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,W705606-S440,710975,KIB,,,35000,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,W705606-S440,710976,KIB,,,35000,2026-06-09 18:00:00,29688,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,W705606-S440,710977,KIB,,,35000,2026-06-09 18:00:00,29688,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,W705606-S440,710978,KIB,,,35000,2026-06-09 18:00:00,29688,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,W705606-S440,710979,KIB,,,9650,2026-06-11 18:00:00,29693,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,W705606-S440,710980,KIB,,,9650,2026-06-11 18:00:00,29695,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,11604000,710981,KIB,,,41000,2026-06-09 18:00:00,29687,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190270,11604000,710982,KIB,,,41000,2026-06-09 18:00:00,29687,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190378,06504080-T,710984,1379,,,280204,2026-06-13 18:00:00,29702,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190378,06504080-T,710988,1023,,,127143,2026-06-13 18:00:00,29702,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190740,11562515,711024,1597,,,39649,2026-06-25 18:00:00,29758,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190740,11562515,711026,453,,,60877,2026-06-28 18:00:00,29769,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190740,11562515,711027,1041,,,50760,2026-06-25 18:00:00,29758,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190535,61273,711028,391,,,7838,2026-06-18 18:00:00,29725,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190535,61273,711029,1342,,,6648,2026-06-18 18:00:00,29725,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190577,61273,711030,1111,,,6506,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190577,61273,711031,1383,,,8026,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,E12538,711032,468,,,67338,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190535,W520413-S450,711033,936,,,70519,2026-06-22 18:00:00,29743,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190740,W520101-S437,711034,1716,,,106591,2026-06-29 18:00:00,29776,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190740,W520101-S437,711035,18,,,93000,2026-06-30 18:00:00,29781,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
190535,W520101-S450,711036,1445,,,125682,2026-06-22 18:00:00,29743,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190535,W520101-S450,711037,168,,,118409,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190796,11547059,711039,511,,,20308,2026-07-06 18:00:00,29805,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190796,11547059,711040,92,,,9900,2026-07-06 18:00:00,29805,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
190796,11547059,711041,497,,,23099,2026-07-06 18:00:00,29807,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190796,11547059,711042,524,,,21626,2026-07-06 18:00:00,29807,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11547349,711044,1303,,,11790,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11547349,711045,917,,,11019,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,06101831-A,711046,234,,,38297,2026-07-05 18:00:00,29803,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,06101831-A,711047,1309,,,39891,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,06101831-A,711050,293,,,41268,2026-06-28 18:00:00,29773,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,06101831-A,711051,241,,,39891,2026-06-25 18:00:00,29756,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190519,06101831-A,711052,167,,,37681,2026-07-07 18:00:00,29812,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190607,06513804AA,711062,1010,,,6387,2026-06-24 18:00:00,29753,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190607,06513804AA,711064,1670,,,5593,2026-06-25 18:00:00,29758,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190607,06513804AA,711065,1657,,,5256,2026-06-25 18:00:00,29758,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190642,06511834AA,711066,1344,,,2637,2026-07-05 18:00:00,29800,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
