traveler,partNo,pot,weight,pieces,po,date,labelFormat,finalLot,note,shipped,ps
715603,06511834AA,688,437,3000,193188,2026-08-17,,TRAVELERRECEIVED,,Shipped,30013
715604,06511834AA,1083,397,2727,192831,2026-08-04,,TRAVELERRECEIVED,,0,0
715605,06511834AA,593,487,3345,192831,2026-08-04,,TRAVELERRECEIVED,,0,0
715606,06101968-A,1329,994,75303,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,29996
715607,06101968-A,1066,967,73258,193092,2026-08-13,,TRAVELERRECEIVED,DONE,0,0
715608,11546389,769,926,120260,192761,2026-07-31,,TRAVELERRECEIVED,,Shipped,29957
715609,11546389,1801,972,126234,192761,2026-07-31,,TRAVELERRECEIVED,,Shipped,29957
715610,11546389BR,1768,1012,131429,192761,2026-07-31,,TRAVELERRECEIVED,,Shipped,29946
715611,11546389BR,574,900,116883,192761,2026-07-31,,TRAVELERRECEIVED,,Shipped,29941
715612,06512106AA,102,813,6067,192831,2026-08-04,,TRAVELERRECEIVED,,0,0
715613,06512106AA,694,804,6000,192831,2026-08-04,,TRAVELERRECEIVED,,0,0
715614,11546456,693,944,77377,192831,2026-08-04,,TRAVELERRECEIVED,,Shipped,29948
715615,11546456,187,912,74754,192831,2026-08-04,,TRAVELERRECEIVED,,Shipped,29956
715616,11546456,795,960,78689,192831,2026-08-04,,TRAVELERRECEIVED,,Shipped,29946
715617,11546456,971,912,74754,192831,2026-08-04,,TRAVELERRECEIVED,,Shipped,29954
715618,11546456,793,912,74754,192831,2026-08-04,,TRAVELERRECEIVED,,0,0
715619,11546456,90,922,75574,192831,2026-08-04,,TRAVELERRECEIVED,,Shipped,29948
715620,11546456,677,1010,82787,192831,2026-08-04,,TRAVELERRECEIVED,,Shipped,29954
715621,11546456,1795,881,72213,192831,2026-08-04,,TRAVELERRECEIVED,,Shipped,29948
715665,NU1510-00,953,1096,40000,192899,2026-08-06,,6-217-27-C,,Shipped,29949
715666,NU1510-00,73,1178,43000,192899,2026-08-06,,6-217-27-D,,Shipped,29949
715674,61273,896,745,7035,192933,2026-08-06,,6-218-37-A,,Shipped,29954
715675,61273,418,819,7734,192933,2026-08-06,,6-218-37-B,,Shipped,29956
715676,11588714,KIB,1547,70000,192831,2026-08-04,,TRAVELERRECEIVED,DONE,0,0
715677,11588714,KIB,1547,70000,192831,2026-08-04,,SPLIT FROM TR#715676,,Shipped,29957
715678,11588714,KIB,1547,70000,192831,2026-08-04,,TRAVELERRECEIVED,DONE,0,0
715679,11588714,KIB,1547,70000,192831,2026-08-04,,SPLIT FROM TR#715678,,Shipped,29957
715680,06509967AA,KIB,1320,40000,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29974
715681,06509967AA,KIB,1320,40000,192908,2026-08-06,,SPLIT FROM TR#715680,,0,0
715682,06509967AA,KIB,1320,40000,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29970
715683,06509967AA,KIB,1320,40000,192908,2026-08-06,,SPLIT FROM TR#715682,,Shipped,29967
715684,06105049AA,KIB,1468,40000,192978,2026-08-10,,TRAVELERRECEIVED,,Shipped,29970
715685,06105049AA,KIB,1468,40000,192978,2026-08-10,,SPLIT FROM TR#715684,,Shipped,29974
715686,11546465,1096,1139,39276,193627,2026-08-31,,6-224-22-A,,Shipped,30059
715687,11546465,752,985,33966,193627,2026-08-31,,6-224-22-B,,Shipped,30059
715701,06104725AA,586,1130,106604,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29974
715702,06104725AA,1639,1007,95000,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29961
715703,06104725AA,2,1155,108962,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29964
715704,06104725AA,939,1146,108113,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29972
715705,06104725AA,1526,1036,97736,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29964
715706,06104725AA,38,1063,100283,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29964
715707,06104725AA,183,1094,103208,192908,2026-08-06,,TRAVELERRECEIVED,,0,0
715708,06104725AA,903,1053,99340,192908,2026-08-06,,TRAVELERRECEIVED,,0,0
715709,06104725AA,629,1050,99057,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29964
715710,06104725AA,561,1072,101132,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29961
715711,06104725AA,398,1050,99057,192908,2026-08-06,,TRAVELERRECEIVED,,Shipped,29967
715712,NU1510-00,1449,1178,43000,192899,2026-08-06,,6-217-26-A,,Shipped,29949
715713,NU1510-00,370,1123,41000,192899,2026-08-06,,6-217-26-B,,0,0
715714,NU1510-00,1592,1260,46000,192899,2026-08-06,,6-217-25-A,,Shipped,29949
715715,NU1510-00,1804,1151,42000,192899,2026-08-03,,6-217-25-B,,Shipped,29949
715716,11546368-my-ak,634,,,,2026-08-19,,6-229-06-a,,,
715717,11546368-my-ak,846,,,,2026-08-18,,6-229-06-b,,,
715718,11546368-my-ak,977,,,,2026-08-19,,6-229-06-c,,,
715719,11546368-my-ak,1657,,,,2026-08-18,,6-229-06-d,,,
715720,11546368-MY-AK,429,,,,2026-08-19,,6-229-06-E,,,
715721,11546368-MY-AK,778,,,,2026-08-19,,6-229-06-F,,,
715722,11546367-MY-AK,350,1148,24688,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,30006
715723,11546367-MY-AK,564,1161,24968,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,30008
715724,11546367-MY-AK,1613,1259,27075,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,30018
715725,11546367-MY-AK,142,1021,21957,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,29998
715726,11546368-my-ak,393,,,,2026-08-19,,6-229-06-g,,,
715727,11546368-MY-AK,325,,,,2026-08-19,,6-229-06-H,,,
715728,11546367-MY-AK,928,1173,25226,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,29998
715729,11546367-MY-AK,212,1100,23656,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,30006
715730,11546367-MY-AK,1757,1134,24387,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,30013
715731,11546367-MY-AK,322,1188,25548,193143,2026-08-14,,TRAVELERRECEIVED,,Shipped,30004
715734,11546377,1738,1354,87922,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29956
715735,11546377,376,1148,74545,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29964
715736,11546377,109,1051,68247,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29964
715737,11546377,271,1011,65649,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29964
715738,11546377,894,1119,72662,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29967
715739,11546377,626,953,61883,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29970
715746,W20-1028-020SL,365,1110,8126,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29949
715747,W20-1028-020SL,1524,948,6940,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29949
715748,W20-1028-020SL,485,1034,7570,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29949
715749,W20-1028-020SL,1806,1068,7818,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29949
715750,W20-1028-020SL,174,999,7313,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29949
715751,W20-1028-020SL,889,1060,7760,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29949
715752,11546449,171,1090,92373,193092,2026-08-13,,TRAVELERRECEIVED,DONE,0,0
715753,11546449,1328,958,81186,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,29991
715754,11546449,734,970,82203,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,29996
715755,11546449,194,1070,90678,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,29991
715756,11546449,683,1047,88729,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,#REF!
715757,11546449,1711,1001,84831,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715758,11546449,1674,1030,87288,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715759,11546449,982,1013,85847,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715760,11546449,619,962,81525,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715761,11546449,241,1095,92797,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715762,11546449,268,1012,85763,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,30008
715763,11546449,702,1050,88983,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,30004
715764,11546449,32,988,83729,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,30004
715765,11546449,951,1056,89492,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,30018
715768,11549168,1767,,,,2026-08-19,,6-229-09-a,,,
715769,11549168,1640,,,,2026-08-20,,6-229-09-b,,,
715770,11549168,1739,,,,2026-08-18,,6-229-10-A,,,
715771,11549168,236,,,,2026-08-20,,6-229-10-B,,,
715772,11549168,1030,,,,2026-08-19,,6-229-11-a,,,
715773,11549168,1315,,,,2026-08-19,,6-229-11-B,,,
715774,11549168,749,,,,2026-08-20,,6-229-10-c,,,
715775,11549168,45,,,,2026-08-19,,6-229-10-d,,,
715776,11549170,765,,,,2026-08-18,,6-226-18-G,,,
715777,11549170,489,,,,2026-08-17,,6-226-18-h,,,
715778,11549170,824,,,,2026-08-20,,6-231-12-e,,,
715779,11549170,1007,,,,2026-08-20,,6-230-12-f,,,
715780,11549170,836,,,,2026-08-22,,6-231-12-A,,,
715781,11549170,643,,,,2026-08-22,,6-231-12-b,,,
715782,11549170,1368,,,,2026-08-17,,6-226-18-i,,,
715783,11549170,691,,,,2026-08-18,,6-226-18-j,,,
715788,11610126,1036,815,32087,193122,2026-08-13,,6-224-07-A,,Shipped,29991
715789,11610126,382,874,34409,193122,2026-08-13,,6-224-07-B,,Shipped,29988
715790,11546566,1416,867,48167,193079,2026-08-12,,6-224-06-A,,Shipped,29977
715791,11546566,515,872,48444,193122,2026-08-13,,6-224-06-B,,Shipped,29988
715792,W711953-S900,605,309,20065,193079,2026-08-12,,6-223-18-A,,Shipped,29987
715794,11602292,513,882,28544,192899,2026-08-06,,6-218-01-A,,Shipped,29952
715795,11602292,1710,765,24757,192899,2026-08-06,,6-218-01-B,,Shipped,29952
715796,11610128,1330,832,29714,193267,2026-08-19,,6-224-05-A,,0,0
715797,11610128,670,902,32214,193267,2026-08-19,,6-224-05-B,,Shipped,30010
715798,11546391,614,613,95781,193530,2026-08-27,,6-239-01-A,,Shipped,30049
715799,1K2GZ0-00,1545,599,93594,193079,2026-08-12,,6-223-17-A,,Shipped,29987
715800,W715851-S450B,282,851,55260,193122,2026-08-13,,6-224-04-A,,Shipped,29988
715801,W715851-S450B,1599,1024,66494,193122,2026-08-13,,6-224-04-B,,Shipped,29987
715802,22800396,161,650,29148,193079,2026-08-12,,6-223-20-A,,Shipped,29977
715804,7151143403,276,982,58107,193079,2026-08-12,,6-224-24-A,,Shipped,29991
715806,11546703,1415,959,118395,193627,2026-08-31,,6-243-51-A,,Shipped,30065
715807,11546703,46,1051,129753,193627,2026-08-31,,6-243-51-B,,Shipped,30059
715808,11546703,1666,933,115185,193627,2026-08-31,,6-243-52-A,,Shipped,30059
715809,11546703,1755,1093,134938,193627,2026-08-31,,6-243-52-B,,Shipped,30061
715810,11602023,882,793,34629,193443,2026-08-24,,6-232-25-A,,0,0
715812,11546703,708,1106,136543,193627,2026-08-31,,6-243-53-A,,Shipped,30065
715813,11546703,1589,925,114198,193627,2026-08-31,,6-243-53-B,,Shipped,30061
715814,11546703-HT,165,1091,134691,193890,2026-09-09,,6-252-24-A,,0,0
715815,11546703-HT,1644,922,113827,193890,2026-09-09,,6-252-24-B,,0,0
715816,11546703,275,1082,133580,193627,2026-08-31,,6-243-54-A,,Shipped,30059
715817,11546703,1521,943,116420,193627,2026-08-31,,6-243-54-B,,Shipped,30057
715818,11549170,972,,,,2026-08-17,,6-226-17-a,,,
715819,11549170,596,,,,2026-08-18,,6-226-17-B,,,
715820,11549170,937,,,,2026-08-20,,6-231-12-C,,,
715821,11549170,76,,,,2026-08-20,,6-231-12-d,,,
715822,11549170,1601,,,,2026-08-18,,6-226-17-c,,,
715823,11549170,1052,,,,2026-08-18,,6-226-17-d,,,
715824,11549170,642,,,,2026-08-17,,6-226-17-e,,,
715825,11549170,566,,,,2026-08-17,,6-226-17-f,,,
715826,11549170,535,,,,2026-08-18,,6-226-17-g,,,
715827,11549170,1439,,,,2026-08-17,,6-226-17-H,,,
715828,11549170,1427,,,,2026-08-17,,6-226-17-i,,,
715829,11549170,1040,,,,2026-08-18,,6-226-17-J,,,
715830,40161567,590,724,4497,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29946
715831,40161567,1649,863,5360,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,29948
715832,PZ18-7P483-AA,27TOTES,755,5600,193336,2026-08-20,,6-210-20-A,,0,0
715834,NU5210-03,526,1096,40000,192852,2026-08-04,,6-216-32-A,,Shipped,29949
715835,NU5210-03,523,1123,41000,192887,2026-08-05,,6-217-22-A,,Shipped,29949
715836,NU1510-00,193,1096,40000,192989,2026-08-10,,6-222-38-A,,0,0
715837,NU1510-00,1662,1151,42000,192989,2026-08-10,,6-222-38-B,,0,0
715838,NU1510-00,49,1151,42000,192899,2026-08-06,,6-217-26-C,,Shipped,29949
715840,06510997AA,1763,684,2280,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715841,06510997AA,658,689,2297,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715842,06510997AA,874,660,2200,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715843,06510997AA,923,698,2327,192950,2026-08-07,,TRAVELERRECEIVED,,0,0
715844,06510997AA,1547,641,2137,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715845,06510997AA,1695,709,2363,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715846,06104384AA,530,935,24735,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,29991
715847,06104384AA,789,85,21561,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,29994
715848,11546465,232,1068,36828,193627,2026-08-31,,6-224-22-C,,Shipped,30059
715849,11546465,1646,1030,35517,193627,2026-08-31,,6-224-22-D,,Shipped,30059
715853,06101831-A,1627,1135,41123,192981,2026-08-10,,TRAVELERRECEIVED,,0,0
715854,06101831-A,632,1096,39710,192981,2026-08-10,,TRAVELERRECEIVED,,Shipped,29972
715855,06101831-A,1043,1071,38804,192981,2026-08-10,,TRAVELERRECEIVED,,Shipped,29974
715857,06101831-A,709,1066,38623,192981,2026-08-10,,TRAVELERRECEIVED,,Shipped,29974
715858,06101831-A,227,1025,37138,192981,2026-08-10,,TRAVELERRECEIVED,,Shipped,29972
715859,06101831-A,1791,1025,37138,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29961
715861,06101831-A,1093,958,34710,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29956
715862,06101831-A,1540,1167,42283,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29954
715863,06101831-A,1575,965,34964,192888,2026-08-06,,TRAVELERRECEIVED,,Shipped,29956
715864,06104388AA,1765,821,19879,192981,2026-08-10,,TRAVELERRECEIVED,,0,0
715865,06104388AA,1571,883,21380,192981,2026-08-10,,TRAVELERRECEIVED,,0,0
715866,06104388AA,843,911,22058,192981,2026-08-10,,TRAVELERRECEIVED,,0,0
715867,06104388AA,29,758,18354,192981,2026-08-10,,TRAVELERRECEIVED,,0,0
715868,06104388AA,178,865,20944,193065,2026-08-12,,,,0,0
715869,06104388AA,1602,786,19031,193065,2026-08-12,,,,0,0
715870,06104388AA,735,898,21743,193065,2026-08-12,,,,0,0
715871,06104388AA,223,761,18426,193065,2026-08-12,,,,0,0
715872,11549204,1764,1224,8047,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715873,11549204,387,1099,7226,192950,2026-08-07,,TRAVELERRECEIVED,,0,0
715874,11549204,1551,1110,7298,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29970
715875,11549204,445,1188,7811,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715876,11549204,333,1189,7817,192950,2026-08-07,,TRAVELERRECEIVED,,0,0
715877,11549204,421,1124,7390,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715878,11549204,687,1230,8087,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715879,11549204,1558,1067,7015,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715880,11549204,1833,1250,8218,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29972
715881,11549204,1834,1110,7298,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715882,11549204,1827,1226,8060,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29970
715883,11549204,1828,1136,7469,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29972
715884,11549204,1577,1259,8277,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29970
715885,11549204,969,1059,6963,192950,2026-08-07,,TRAVELERRECEIVED,,Shipped,29967
715948,11546366-MY-AK,525,1143,41264,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
715949,11546366-MY-AK,51,1118,40361,193371,2026-08-21,,,DONE,0,0
715950,11546366-MY-AK,1631,1105,39892,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
715951,11546366-MY-AK,1428,1154,41661,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
715952,11546369-MY-AK,1377,1158,10321,193398,2026-08-24,,TRAVELERRECEIVED,DONE,Shipped,30044
715953,11546369-MY-AK,389,1051,9367,193398,2026-08-24,,TRAVELERRECEIVED,DONE,0,0
715954,11549169-MY-AK,217,1158,24586,193092,2026-08-13,,TRAVELERRECEIVED,DONE,0,0
715955,11549169-MY-AK,925,1149,24395,193092,2026-08-13,,TRAVELERRECEIVED,,Shipped,29998
715956,11549169-MY-AK,293,1137,24140,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715957,11549169-MY-AK,132,1172,24883,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715958,11549169-MY-AK,1429,1115,23673,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715959,11549169-MY-AK,1574,1205,25584,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715960,11549169-MY-AK,139,1178,25011,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715961,11549169-MY-AK,1582,1110,23567,193065,2026-08-12,,TRAVELERRECEIVED,,0,0
715962,11546378-MY-AK,1056,1152,44138,193322,2026-08-20,,TRAVELERRECEIVED,DONE,0,0
715963,11546378-MY-AK,1033,1124,43065,193322,2026-08-20,,TRAVELERRECEIVED,DONE,0,0
715964,11546378-MY-AK,712,1199,45939,193322,2026-08-20,,TRAVELERRECEIVED,DONE,0,0
715965,11546378-MY-AK,248,1087,41648,193322,2026-08-20,,TRAVELERRECEIVED,DONE,0,0
715966,11546365-MY-AK,808,1178,68889,193371,2026-08-21,,TRAVELERRECEIVED,,0,0
715967,11546365-MY-AK,57,1099,64269,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
715968,11546365-MY-AK,1696,1199,70117,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
715969,11546365-MY-AK,860,1087,63567,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
715970,NU3019-00,1325,1058,5067,193047,2026-08-11,,6-223-12-A,,0,0
715971,NU3019-00,1374,1048,5019,193047,2026-08-11,,6-223-12-B,,0,0
715972,NU3019-00,507,1087,5206,193047,2026-08-11,,6-223-12-C,,0,0
715973,NU3019-00,154,1018,4875,193512,2026-08-26,,6-238-12-A,,0,0
715974,NU3019-00,560,1106,5297,193047,2026-08-11,,6-223-12-D,,0,0
715975,NU3019-00,197,993,4756,193047,2026-08-11,,6-223-12-E,,0,0
715976,NU3019-00,1584,1052,5038,193047,2026-08-11,,6-223-12-F,,0,0
715977,NU3019-00,1604,1054,5048,193047,2026-08-11,,6-223-12-G,,0,0
715978,NU3019-00,578,991,4746,193047,2026-08-11,,6-223-12-H,,0,0
715979,NU3019-00,1626,1109,5311,193047,2026-08-11,,6-223-12-I,,0,0
715980,NU3019-00,1049,1037,4966,193047,2026-08-11,,6-223-11-A,,0,0
715981,NU3019-00,198,1044,5000,193047,2026-08-11,,6-223-11-B,,0,0
715982,W520217-S440,300,1113,5096,193407,2026-08-24,,TRAVELERRECEIVED,,Shipped,30031
715983,W520217-S440,1706,1077,4931,193407,2026-08-24,,TRAVELERRECEIVED,,Shipped,30031
715984,W520217-S440,16,1103,5050,193407,2026-08-24,,TRAVELERRECEIVED,,Shipped,30031
715985,W520217-S440,782,1068,4890,193407,2026-08-24,,TRAVELERRECEIVED,DONE,Shipped,30037
715986,W520217-S440,826,1128,5165,193398,2026-08-24,,TRAVELERRECEIVED,DONE,0,0
715987,W520217-S440,557,1056,4835,193398,2026-08-24,,TRAVELERRECEIVED,DONE,0,0
715988,W520217-S440,710,1184,5421,193407,2026-08-24,,TRAVELERRECEIVED,,Shipped,30031
715989,W520217-S440,1550,1005,4602,193407,2026-08-24,,TRAVELERRECEIVED,,Shipped,30030
715990,W520414-S440,1402,879,33678,192978,2026-08-10,,TRAVELERRECEIVED,,Shipped,29972
715991,W520414-S440,662,1068,40920,192978,2026-08-10,,TRAVELERRECEIVED,,Shipped,29972
715992,11609280,115,772,41283,193398,2026-08-24,,TRAVELERRECEIVED,DONE,Shipped,0
715993,11609280,1112,929,49679,193398,2026-08-24,,TRAVELERRECEIVED,DONE,Shipped,0
715994,11611122,184,727,48467,193751,2026-09-03,,6-243-49-A,,0,0
715998,W520412-S442,1067,1025,131410,193480,2026-08-25,,6-231-16-A,,0,0
715999,W520412-S442,480,855,109615,193480,2026-08-25,,6-231-16-B,,0,0
716000,11546571,341,872,52216,193079,2026-08-12,,6-223-14-A,,Shipped,30044
716001,11546571,1074,771,46168,193079,2026-08-12,,6-223-14-B,,Shipped,30037
716002,11546571,87,942,56407,193267,2026-08-19,,6-223-14-C,,Shipped,30010
716003,11546571,1753,748,44790,193079,2026-08-12,,6-223-14-D,,Shipped,0
716004,06503825-A,575,474,57462,193443,2026-08-24,,6-229-54-A,OILY PART NEED TUMBLE,0,0
716005,06503825-A,1548,760,58462,193443,2026-08-24,,6-229-54-B,OILY PART NEED TUMBLE,0,0
716006,06503825-A,495,757,58231,193267,2026-08-19,,6-229-54-C,,Shipped,30008
716007,06503825-A,1501,717,55154,193267,2026-08-19,,6-229-54-D,,Shipped,0
716008,06503825-A,259,745,57308,193336,2026-08-20,,6-229-54-C,DONE,0,0
716009,06503825-A,672,725,55769,193295,2026-08-19,,6-229-54-D,,Shipped,30059
716010,06512834AA,1504,966,9545,193267,2026-08-19,,6-229-60-A,,Shipped,30010
716011,06512834AA,1016,767,7579,193267,2026-08-19,,6-229-60-B,,Shipped,30013
716012,06502979-A,473,852,21515,193443,2026-08-24,,6-229-61-A,,0,0
716013,06502979-A,1114,782,19747,193443,2026-08-24,,6-229-61-B,,0,0
716014,F1302AB-HT,1107,612,19806,193949,2026-09-10,,6-253-24-A,,0,0
716015,F1302AB-HT,362,620,20065,193949,2026-09-10,,6-253-24-B,,0,0
716016,F1302AB-HT,1024,669,21650,193949,2026-09-10,,6-253-24-C,,0,0
716017,F1302AB-HT,146,573,18544,193949,2026-09-10,,6-253-24-D,,0,0
716018,F1302AB-HT,909,539,17443,193949,2026-09-10,,6-253-24-E,,0,0
716019,F1302AB-HT,1672,693,22427,193949,2026-09-10,,6-253-24-F,,0,0
716020,06105051AA,292,818,17479,193267,2026-08-19,,6-229-59-A,,Shipped,30013
716021,06105051AA,1002,680,14530,193267,2026-08-19,,6-229-59-B,,Shipped,30010
716022,55364498AA,984,652,11439,193267,2026-08-19,,,,Shipped,30042
716023,55364498AA,1648,743,13035,193267,2026-08-19,,,,Shipped,30039
716024,40179994,1383,1013,5662,193480,2026-08-25,,6-231-17-A,,0,0
716025,40179994,625,701,3918,193480,2026-08-25,,6-231-17-B,,0,0
716026,06509475AA,1370,1141,17367,193843,2026-09-03,,6-245-22-A,,Shipped,30092
716028,06512732AA,676,620,15938,193443,2026-08-24,,6-229-58-A,,0,0
716029,06512732AA,1596,531,13650,193267,2026-08-19,,6-229-58-B,,Shipped,30030
716030,11547369-BR-HA,107,1235,10207,193398,2026-08-24,,TRAVELERRECEIVED,DONE,Shipped,30044
716032,11547369-BR-HA,464,1038,8579,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
716034,11547369-BR-HA,1752,1480,12231,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
716038,11547369-BR-HA,291,1380,11405,193398,2026-08-24,,TRAVELERRECEIVED,DONE,Shipped,30037
716040,11547369-BR-HA,1821,1350,11157,193398,2026-08-24,,TRAVELERRECEIVED,DONE,Shipped,30030
716042,11547369-BR-HA,1822,1465,12107,193371,2026-08-21,,TRAVELERRECEIVED,DONE,0,0
716052,11611122-BR-HA,942,169,11250,193709,2026-09-02,,6-244-02-A,,Shipped,0
716074,11546437-MY-AK,794,1155,88846,192978,2026-08-10,,TRAVELERRECEIVED,,0,0
716075,11546437-MY-AK,1848,1103,84846,192978,2026-08-10,,TRAVELERRECEIVED,,0,0
716076,11546437-MY-AK,1038,1076,82769,192978,2026-08-10,,TRAVELERRECEIVED,,0,0
716077,11546437-MY-AK,154,1136,87385,192978,2026-08-10,,TRAVELERRECEIVED,,0,0
716078,11546437-MY-AK,1838,1084,83385,192978,2026-08-10,,TRAVELERRECEIVED,,0,0
716079,11546437-MY-AK,555,1165,89615,192978,2026-08-10,,TRAVELERRECEIVED,,0,0
716080,06101968-A,1839,1061,80379,192981,2026-08-10,,TRAVELERRECEIVED,,Shipped,29974
716081,06101968-A,1840,972,73636,192981,2026-08-10,,TRAVELERRECEIVED,,0,0
716082,W520203-S440,KIB,1794,60000,192852,2026-08-04,,6-216-30-A,,Shipped,29954
716083,W520203-S440,KIB,1794,60000,192852,2026-08-04,,SPLIT FROM TR#716082,,Shipped,29954
716084,94012038,388,362,46410,193079,2026-08-12,,6-223-19-A,,Shipped,29991
716087,94012039,1048,720,57600,193295,2026-08-19,,6-231-14-A,DONE,0,0
716088,06513404AA,1826,1160,4647,193229,2026-08-17,,6-219-01-A,,Shipped,29996
716089,06513404AA,1832,1090,4367,193229,2026-08-17,,6-219-01-B,,Shipped,30054
716090,06513404AA,1816,1099,4403,193229,2026-08-17,,6-219-01-C,,Shipped,29996
716091,06513404AA,1815,1153,4619,193229,2026-08-17,,6-219-01-D,,Shipped,30004
716092,06513404AA,1824,1123,4499,193229,2026-08-17,,6-219-01-E,,Shipped,30069
716093,06513404AA,1825,1133,4539,193229,2026-08-17,,6-219-01-F,,Shipped,29996
716094,06513404AA,1849,1130,4527,193229,2026-08-17,,6-219-01-G,,Shipped,29996
716095,06513404AA,1850,1123,4499,193229,2026-08-17,,6-219-01-H,,Shipped,30037
716096,06105049AA,178,,,193065,2026-08-12,,TRAVELERRECEIVED,WAS TR#715868-06104388AA,Shipped,#REF!
716097,06105049AA,1602,,,193065,2026-08-12,,TRAVELERRECEIVED,WAS TR#715869-06104388AA,Shipped,30030
716098,06105049AA,735,,,193065,2026-08-12,,TRAVELERRECEIVED,WAS TR#715870-06104388AA,Shipped,29987
716099,06105049AA,223,,,193065,2026-08-12,,TRAVELERRECEIVED,WAS TR#715871-06104388AA,Shipped,29987
716100,11548147,KIB,1575,12500,192981,2026-08-10,,TRAVELERRECEIVED,,Shipped,29970
